FindingID,ReviewID,Protocol,InterventionID,Intervention_Name,Comparison,OutcomeMeasureID,Outcome_Measure,Outcome_Domain,Period,Sample_Description,Is_Subgroup,Outcome_Sample_Size,Outcome_Measure_Intervention_Sample_Size,Outcome_Measure_Comparison_Sample_Size,Intervention_Clusters_Sample_Size,Comparison_Clusters_Sample_Size,Intervention_Mean,Comparison_Mean,Intervention_Standard_Deviation,Comparison_Standard_Deviation,Effect_Size_Study,Effect_Size_WWC,Improvement_Index,p_Value_Study,p_Value_WWC,ICC,Clusters_Total,Is_Statistically_Significant,Finding_Rating,ESSA_Rating,L1_Unit_of_Analysis,FavorableUnfavorableDesignation
78,50135,Character Education,103,Caring School Community (CSC),unknown,554,Conflict resolution interview,"Knowledge, attitudes, & values",,Grades K; 2; and 4: Cohort 1,FALSE,133,61,72,3,3,1.36,1.16,,,0.43,,17,,0.014747537,,,TRUE,,,Student,
84,50391,Character Education,187,Lessons in Character,business as usual,10,Attendance (absences),Academic achievement,,Grade 4,FALSE,140,70,70,2,2,1.46,2.59,1.93,2.72,0.48,0.47654682,18,,0.005193654,,,TRUE,,,Student,
89,50142,Character Education,103,Caring School Community (CSC),None,553,Concern for others,"Knowledge, attitudes, & values",,Grades 4–5,FALSE,568,304,264,5,5,0.02,-0.08,0.85,0.83,0.12,0.118781499,5,,0.154788465,,,FALSE,,,Student,
94,50142,Character Education,103,Caring School Community (CSC),None,608,Sense of efficacy,"Knowledge, attitudes, & values",,Grades 3–6,FALSE,1986,1086,900,5,5,0.19,0.13,0.67,0.73,0.09,0.085948691,4,,0.046773031,,,FALSE,,,Student,
103,50142,Character Education,103,Caring School Community (CSC),None,109,State-developed test,Academic achievement,,Grade 3: Southern district,FALSE,351,201,150,2,2,0.22,-0.03,,,0.42,,16,,0.000122257,,,TRUE,,,Student,
106,50129,Character Education,102,Building Decision Skills,None,562,Ethical responsibility,"Knowledge, attitudes, & values",,Grade 12,FALSE,282,141,141,3,3,2.22,1.97,,,0.33,,13,,0.00596447,,,TRUE,,Evidence Tier 3,Student,
107,50129,Character Education,102,Building Decision Skills,None,561,Ethical perspective,"Knowledge, attitudes, & values",,Grade 12,FALSE,282,141,141,3,3,1.84,1.31,,,0.84,,30,,1.36384237237053E-11,,,TRUE,,Evidence Tier 3,Student,
110,50129,Character Education,102,Building Decision Skills,None,614,Social responsibility: School,"Knowledge, attitudes, & values",,Grade 12,FALSE,282,141,141,3,3,10.89,9.7,2.13,3.06,0.42,0.450174464,16,,0.000491587,,,TRUE,,Evidence Tier 3,Student,
119,50131,Character Education,117,Heartwood Ethics Curriculum/An Ethics Curriculum for Children,unknown,563,Ethical Sensibility,"Knowledge, attitudes, & values",posttest,Grades 1-3,FALSE,479,197,282,,,51.84,52.18,6.87,6.34,-0.05,-0.051724394,-2,,0.590653276,,,FALSE,,,Student,
122,33592,Adolescent Literacy,464,Fast ForWord®,Business as usual,643,Clinical Evaluation of Language Fundamentals- Third Edition (CELF-3): Receptive Language,Literacy Achievement,Posttest,grades 3-6,FALSE,86,43,43,,,31.7,31.01,18.43,16.59,0.04,0.03899937,2,,0.85330042,,,FALSE,,,Student,
191,51428,Beginning Reading,383,Corrective Reading,Business as usual,1178,Oral Reading Fluency,Reading Fluency,,Grade 3,FALSE,79,44,35,4,4,66.04,55.33,39.2,39.2,0.27,0.270544439,11,,0.236838571,,,FALSE,,,Student,
196,50540,Beginning Reading,210,Accelerated Reader,Business as usual,1117,STAR Early Literacy test,Reading achievement,8 months,Kindergarten,FALSE,,61,31,5,6,644.4,569.2,114.4,94.1,0.69,0.690107683,25,,0.002362458,,,TRUE,,,Student,
197,50540,Beginning Reading,210,Accelerated Reader,Business as usual,1117,STAR Early Literacy test,Reading achievement,8 months,Grade 1,FALSE,,61,36,5,6,733.6,698,96.2,97.8,0.36,0.364885578,14,,0.089958353,,,FALSE,,,Student,
198,50540,Beginning Reading,210,Accelerated Reader,Business as usual,1117,STAR Early Literacy test,Reading achievement,8 months,Grade 2,FALSE,,107,98,5,7,791.7,772.7,72.1,82.2,0.25,0.245549115,10,,0.075259869,,,FALSE,,,Student,
219,66848,Beginning Reading,464,Fast ForWord®,business as usual,1703,Test of Auditory Comprehension of Language- Revised (TACL-R),Comprehension,,Grades K-3,FALSE,404,258,146,,,47,42.5,7.9,8.2,0.56,0.560783653,21,,1.30781051654871E-07,,,TRUE,1,Evidence Tier 1,Student,
231,52687,Beginning Reading,570,SpellRead,Business as usual,1167,Gray Oral Reading Test Third Edition (GORT-3): Reading Rate subtest,Reading Fluency,,Grade 2,FALSE,,10,10,,,92.5,87.5,10.9,7.2,0.52,0.518420802,20,,0.259325513,,,FALSE,,,Student,
239,52719,Beginning Reading,570,SpellRead,business as usual,1683,Woodcock Reading Mastery Test Revised (WRMT-R): Word Attack subtest,Alphabetics,,Grade 3,FALSE,92,56,36,4,4,100.41,93.91,15,15,0.43,0.429712163,17,,0.047081571,,,FALSE,,,Student,
246,52719,Beginning Reading,570,SpellRead,business as usual,1704,Woodcock Reading Mastery Test Revised (WRMT-R): Passage Comprehension subtest,Comprehension,,Grade 3,FALSE,92,56,36,4,4,92.54,92.34,15,15,0.01,0.013221913,0,,0.962766146,,,FALSE,,,Student,
258,50847,Beginning Reading,370,"Read, Write & Type!",Auditory Discrimination in Depth Group,1562,Woodcock Reading Mastery Test (WRMT): Passage Comprehension subtest,Comprehension,,Grade 1,FALSE,104,52,52,,,99.3,99.9,10.5,12.5,-0.05,-0.051594641,-2,,0.799269328,,,FALSE,,,Student,
265,60197,Beginning Reading,7,Peer-Assisted Learning Strategies,One-on-one adult tutoring,120,Blending,Alphabetics,End of year,Grade 1,FALSE,41,21,20,,,19.3,22.77,8.54,7.14,-0.43,-0.431337199,-17,,0.17639679,,,FALSE,,,Student,
268,60197,Beginning Reading,7,Peer-Assisted Learning Strategies,One-on-one adult tutoring,184,Rapid letter sound,Alphabetics,End of year,Grade 1,FALSE,41,21,20,,,42.29,44.95,11.15,15.54,-0.19,-0.193672983,-8,,0.546548291,,,FALSE,,,Student,
269,60197,Beginning Reading,7,Peer-Assisted Learning Strategies,One-on-one adult tutoring,211,Wechsler Individual Achievement Test (WIAT): Spelling subtest,Alphabetics,End of year,Grade 1,FALSE,41,21,20,,,12.76,12.45,3.37,2.86,0.1,0.097064754,4,,0.750588022,,,FALSE,,,Student,
117,50131,Character Education,117,Heartwood Ethics Curriculum/An Ethics Curriculum for Children,unknown,564,Ethical understanding,"Knowledge, attitudes, & values",posttest,Grades 1-3,FALSE,482,197,285,,,23.35,22.75,2.01,1.93,0.31,0.305167365,12,,0.00092498,,,TRUE,,Evidence Tier 3,Student,
121,50131,Character Education,117,Heartwood Ethics Curriculum/An Ethics Curriculum for Children,unknown,563,Ethical Sensibility,"Knowledge, attitudes, & values",posttest,Grades 4-6,FALSE,369,210,159,,,75.09,77.3,11.57,10.3,0.2,-0.199750721,8,,0.058063004,,,FALSE,,,Student,
123,33592,Adolescent Literacy,464,Fast ForWord®,Business as usual,656,State Standardized Reading Test,Literacy Achievement,Posttest,grades 3-6,FALSE,454,237,217,,,44.18,43.03,24.79,24.01,0.05,0.047013661,2,,0.59500577,,,FALSE,,,Student,
126,52546,Adolescent Literacy,729,Reading Mastery,Business as usual,1551,State Reading Proficiency Test,Comprehension,"spring 1999, end of 6th grade, 2 years of DI",Grade 5,FALSE,162,81,81,,,201.15,213.8,25.3,23.42,-0.52,-0.516471549,-20,,0.001154268,,,TRUE,,,Student,
128,50540,Beginning Reading,210,Accelerated Reader,Business as usual,1549,STAR Reading Test,Comprehension,,Grade 3 - Grade 3,TRUE,,89,89,,,389.5,336.8,139.6,198.3,0.31,0.306012285,12,,0.040098537,,,TRUE,,,Student,
134,50374,Character Education,186,Facing History and Ourselves,business as usual,601,Racism,"Knowledge, attitudes, & values",,Grade 8,FALSE,346,212,134,14,8,3.29,3.17,0.45,0.45,0.27,0.266084848,11,,0.01499882,,,FALSE,,,Student,
143,51011,Character Education,190,Voices Literature and Character Education (Voices LACE),None,603,Relationship maturity (item rating score),"Knowledge, attitudes, & values",,Grades 6-7,FALSE,98,50,48,,,2.09,2.06,0.18,0.15,0.16,0.179316662,6,,0.430412455,,,FALSE,,,Student,
145,50354,Early Childhood Education,416,"Ready, Set, Leap!®",High/Scope,881,Peabody Picture Vocabulary Test III (PPVT-III),Oral language,,4 year olds,FALSE,254,129,125,8,9,56.73,56.59,16.13,13.82,0.01,0.009282172,0,,0.936557135,,,FALSE,,,Student,
147,50354,Early Childhood Education,416,"Ready, Set, Leap!®",High/Scope,973,Woodcock-Johnson III (WJ-III): Letter-Word Identification subtest,Print knowledge,,4 year olds,FALSE,254,129,125,8,9,13.59,12.94,5.7,5.06,0.12,0.120132428,5,,0.339922259,,,FALSE,,,Student,
148,50354,Early Childhood Education,416,"Ready, Set, Leap!®",High/Scope,952,Dynamic Indicators of Basic Early Literacy Skills (DIBELS): Letter Naming Fluency subtest,Print knowledge,,4 year olds,FALSE,254,129,125,8,9,23.63,24.76,14.94,14.72,-0.08,-0.075958865,-3,,0.524430285,,,FALSE,,,Student,
154,50354,Early Childhood Education,416,"Ready, Set, Leap!®",High/Scope,1676,Woodcock-Johnson III (WJ-III): Passage Comprehension subtest,Early reading/writing,,4 year olds,FALSE,254,129,125,8,9,5.89,5.69,2.43,2.24,0.09,0.08527238,4,,0.473978186,,,FALSE,,,Student,
156,51185,Early Childhood Education,397,Curiosity Corner,Business as usual,876,Mullen Scales of Early Learning (MSEL): Expressive Language Scale,Oral language,,3-year olds,FALSE,167,104,63,,,39.26,37.54,5.04,4.3,0.36,0.358539049,14,,0.0254453,,,FALSE,,,Student,
273,60197,Beginning Reading,7,Peer-Assisted Learning Strategies,One-on-one adult tutoring,1170,Near-Transfer Fluency,Reading Fluency,End of year,Grade 1,FALSE,41,21,20,,,18.95,21.54,12.55,10.68,-0.22,-0.217520907,-9,,0.485428583,,,FALSE,,,Student,
274,60197,Beginning Reading,7,Peer-Assisted Learning Strategies,One-on-one adult tutoring,1162,Far-Transfer Fluency,Reading Fluency,End of year,Grade 1,FALSE,41,21,20,,,20.01,22.27,12.22,10.08,-0.2,-0.197377922,-8,,0.525743259,,,FALSE,,,Student,
298,51384,Beginning Reading,375,Stepping Stones to Literacy,None,143,Dynamic Indicators of Basic Early Literacy Skills (DIBELS): Letter Naming Fluency subtest,Alphabetics,,Kindergarten,FALSE,36,18,18,,,25.18,19.9,10.6,16.9,0.37,0.36598553,14,,0.274567284,,,FALSE,,,Student,
312,50956,Character Education,208,Positive Action (PA),Business as usual,43,Florida Comprehensive Aptitude Test (FCAT),Academic achievement,Posttest,Grade 4,FALSE,36,24,12,,,290.9,278.4,,,,,0,,0.99999,,,FALSE,,,Student,
313,50956,Character Education,208,Positive Action (PA),Business as usual,6,Absentee rates,Academic achievement,Posttest,Grades 1 -6,FALSE,36,24,12,,,10.79,12.36,,,0.25,,10,,0.484181832,,,FALSE,,,Student,
315,51005,Character Education,208,Positive Action (PA),Business as usual,304,Suspensions,Behavior,,Grade 5,FALSE,2660,1330,1330,10,10,,,,,0.81,,29,,0,,,TRUE,,Evidence Tier 3,Student,
318,51005,Character Education,208,Positive Action (PA),Business as usual,258,Being drunk,Behavior,,Grade 5,FALSE,2660,1330,1330,10,10,0.74,3.35,,,0.93,,32,,0,,,TRUE,,Evidence Tier 3,Student,
324,51005,Character Education,208,Positive Action (PA),Business as usual,52,Hawaii Content and Performance Standards test (HCPS): Reading (percentage reaching proficiency),Academic achievement,,Grade 5,FALSE,2660,1330,1330,10,10,52,44,,,0.19,,8,,1.57340931083993E-06,,,TRUE,,Evidence Tier 3,Student,
332,50958,Character Education,261,Lions Quest -- Skills for Adolescence,business as usual,276,Marijuana use - last 30 days,Behavior,,Grade 8,FALSE,5462,2731,2731,17,17,88.68,86.21,,,0.14,,6,,4.21315711429671E-07,,,TRUE,,,Student,
333,50958,Character Education,261,Lions Quest -- Skills for Adolescence,business as usual,284,Other illicit substances use - lifetime,Behavior,,Grade 8,FALSE,5462,2731,2731,17,17,81.05,81.56,,,-0.02,,-1,,0.460452383,,,FALSE,,,Student,
410,50561,Beginning Reading,211,DaisyQuest,Hint and Hunt software,209,Undersea Challenge,Alphabetics,,At-risk first graders,FALSE,48,24,24,,,10.49,9.41,1.1,1.1,0.96,0.965722802,33,,0.00171819,,,TRUE,,Evidence Tier 3,Student,
420,50561,Beginning Reading,211,DaisyQuest,Hint and Hunt software,148,Experimental Non-Word Reading,Alphabetics,,At-risk first graders,FALSE,48,24,24,,,21.84,18.73,9.8,10.6,0.3,0.299673227,12,,0.304014454,,,FALSE,,,Student,
422,50561,Beginning Reading,211,DaisyQuest,Math software,209,Undersea Challenge,Alphabetics,,At-risk first graders,FALSE,48,24,24,,,10.49,9.4,1.1,0.76,1.12,1.134038341,37,,0.000324495,,,TRUE,,Evidence Tier 3,Student,
157,51185,Early Childhood Education,397,Curiosity Corner,Business as usual,876,Mullen Scales of Early Learning (MSEL): Expressive Language Scale,Oral language,,4-year olds,FALSE,146,99,47,,,43.58,43.29,4.55,4.01,0.07,0.065793478,3,,0.693295368,,,FALSE,,,Student,
158,51185,Early Childhood Education,397,Curiosity Corner,Business as usual,877,Mullen Scales of Early Learning (MSEL): Receptive Language Scale,Oral language,,3-year olds,FALSE,168,106,62,,,37.76,37.52,4.4,4.68,0.05,0.053034086,2,,0.754878934,,,FALSE,,,Student,
164,50226,Elementary School Mathematics,289,Houghton Mifflin Mathematics,unknown,690,California Standardized Testing and Reporting (CA START) test: 2002 SAT9 mean scaled scores,General Mathematics Achievement,,Grade 2,FALSE,297,160,137,8,8,592.52,586.12,,,,,0,,0.99999,,,FALSE,,,Student,
167,50226,Elementary School Mathematics,289,Houghton Mifflin Mathematics,unknown,690,California Standardized Testing and Reporting (CA START) test: 2002 SAT9 mean scaled scores,General Mathematics Achievement,,Grade 5,FALSE,292,146,146,8,8,657.34,654.13,,,,,0,,0.99999,,,FALSE,,,Student,
174,51211,Elementary School Mathematics,305,Progress in Mathematics,Business as usual,846,TerraNova Mathematics Computation Test,General Mathematics Achievement,,Grade 1,FALSE,181,92,89,4,4,15.5,16.8,2.7,3.3,-0.43,-0.430087898,-17,,0.004298268,,,TRUE,,,Student,
188,51428,Beginning Reading,383,Corrective Reading,Business as usual,1684,Woodcock Reading Mastery Test Revised (WRMT–R): Word Identification subtest,Alphabetics,,Grade 3,FALSE,79,44,35,4,4,91.06,87.77,15,15,0.22,0.217190011,9,,0.334383533,,,FALSE,,,Student,
189,51428,Beginning Reading,383,Corrective Reading,Business as usual,1683,Woodcock Reading Mastery Test Revised (WRMT-R): Word Attack subtest,Alphabetics,,Grade 3,FALSE,79,44,35,4,4,100.34,95.15,15,15,0.34,0.342618893,13,,0.137352731,,,FALSE,,,Student,
226,52687,Beginning Reading,570,SpellRead,Business as usual,206,Test of Word Reading Efficiency (TOWRE): Sight Word Efficiency subtest,Alphabetics,,Grades 1-2,FALSE,,24,23,,,88,86.9,13.4,16.9,0.07,0.071099147,3,,0.811478561,,,FALSE,,,Student,
228,52687,Beginning Reading,570,SpellRead,Business as usual,1683,Woodcock Reading Mastery Test Revised (WRMT-R): Word Attack subtest,Alphabetics,,Grades 1-2,FALSE,,24,23,,,101.4,88.8,12.6,10.1,1.08,1.082352565,36,,0.000572233,,,TRUE,,Evidence Tier 3,Student,
237,52719,Beginning Reading,570,SpellRead,business as usual,206,Test of Word Reading Efficiency (TOWRE): Sight Word Efficiency subtest,Alphabetics,,Grade 3,FALSE,92,56,36,4,4,92.16,91.46,15,15,0.05,0.046276695,2,,0.815466617,,,FALSE,,,Student,
241,50765,Beginning Reading,464,Fast ForWord®,Business as usual,206,Test of Word Reading Efficiency (TOWRE): Sight Word Efficiency subtest,Alphabetics,,Grade 3,FALSE,50,25,25,,,99.9,96.3,16.1,10.4,0.26,0.261450897,10,,0.362473858,,,FALSE,,,Student,
243,52719,Beginning Reading,570,SpellRead,business as usual,1178,Oral Reading Fluency,Reading Fluency,,Grade 3,FALSE,92,56,36,4,4,65.02,64.02,39.2,39.2,0.03,0.025297027,1,,0.888627392,,,FALSE,,,Student,
245,52719,Beginning Reading,570,SpellRead,business as usual,1502,Group Reading Assessment and Diagnostic Evaluation (GRADE): Passage Comprehension subtest,Comprehension,,Grade 3,FALSE,92,56,36,4,4,84.58,79.68,15,15,0.32,0.323936862,13,,0.137603524,,,FALSE,,,Student,
271,60197,Beginning Reading,7,Peer-Assisted Learning Strategies,One-on-one adult tutoring,1684,Woodcock Reading Mastery Test Revised (WRMT–R): Word Identification subtest,Alphabetics,End of year,Grade 1,FALSE,41,21,20,,,21.15,25.09,9.56,9.51,-0.41,-0.405188142,-16,,0.196916498,,,FALSE,,,Student,
281,50847,Beginning Reading,370,"Read, Write & Type!",Business as usual,130,Comprehensive Test of Phonological Processing (CTOPP): Phoneme Blending subtest,Alphabetics,,Grade 1,FALSE,77,36,41,,,20.1,18.2,4.5,5.4,0.38,0.376172244,15,,0.100285909,,,FALSE,,,Student,
282,50847,Beginning Reading,370,"Read, Write & Type!",Business as usual,131,Comprehensive Test of Phonological Processing (CTOPP): Phoneme Elision subtest,Alphabetics,,Grade 1,FALSE,77,36,41,,,13.8,12.5,4.2,4.6,0.29,0.291308821,11,,0.20807107,,,FALSE,,,Student,
285,50847,Beginning Reading,370,"Read, Write & Type!",Business as usual,228,Woodcock Reading Mastery Test (WRMT): Word Attack subtest,Alphabetics,,Grade 1,FALSE,77,36,41,,,108.3,99.5,12.1,14.5,0.65,0.648507682,24,,0.005690863,,,TRUE,,Evidence Tier 3,Student,
297,51384,Beginning Reading,375,Stepping Stones to Literacy,None,142,Dynamic Indicators of Basic Early Literacy Skills (DIBELS): Initial Sound Fluency subtest,Alphabetics,,Kindergarten,FALSE,36,18,18,,,21.31,11.3,7.9,7.6,1.26,1.262673911,40,,0.000586965,,,TRUE,,,Student,
316,51005,Character Education,208,Positive Action (PA),Business as usual,310,Tobacco use,Behavior,,Grade 5,FALSE,2660,1330,1330,10,10,3.33,4.78,,,0.23,,9,,8.27519530677279E-09,,,TRUE,,Evidence Tier 3,Student,
323,51005,Character Education,208,Positive Action (PA),Business as usual,51,Hawaii Content and Performance Standards test (HCPS): Math (percentage reaching proficiency),Academic achievement,,Grade 5,FALSE,2660,1330,1330,10,10,26,21,,,0.17,,7,,1.61462272222357E-05,,,TRUE,,Evidence Tier 3,Student,
325,51005,Character Education,208,Positive Action (PA),Business as usual,49,Grade retention,Academic achievement,,Grade 5,FALSE,2660,1330,1330,10,10,,,,,1.09,,36,,0,,,TRUE,,Evidence Tier 3,Student,
327,50958,Character Education,261,Lions Quest -- Skills for Adolescence,business as usual,249,Alcohol use: Lifetime,Behavior,,Grade 8,FALSE,5462,2731,2731,17,17,33.03,33.67,,,-0.02,,-1,,0.460452383,,,FALSE,,,Student,
328,50958,Character Education,261,Lions Quest -- Skills for Adolescence,business as usual,248,Alcohol use: Last 30 days,Behavior,,Grade 8,FALSE,5462,2731,2731,17,17,77.15,76.82,,,0.01,,0,,0.711995856,,,FALSE,,,Student,
166,50226,Elementary School Mathematics,289,Houghton Mifflin Mathematics,unknown,690,California Standardized Testing and Reporting (CA START) test: 2002 SAT9 mean scaled scores,General Mathematics Achievement,,Grade 4,FALSE,296,148,148,8,8,636.87,632.6,,,,,0,,0.99999,,,FALSE,,,Student,
170,51186,Elementary School Mathematics,289,Houghton Mifflin Mathematics,Business as usual,818,SC PACT exam: percent at or above proficiency,General Mathematics Achievement,,Grades 3-5: South Carolina sample,FALSE,128,80,48,4,4,34.3,32.1,,,,,0,,0.99999,,,FALSE,,,Student,
182,51238,Beginning Reading,215,Little Books,Business as usual,1083,Metropolitan Reading Readiness Test,Reading achievement,End of Kindergarten,Kindergarten Students,FALSE,165,83,82,,,41.93,37.91,13.2,12.25,0.31,0.314167043,12,,0.048144567,,,FALSE,,,Student,
184,51238,Beginning Reading,215,Little Books,Business as usual,1083,Metropolitan Reading Readiness Test,Reading achievement,End of Kindergarten,Kindergarten Students,FALSE,157,75,82,,,42.17,37.91,14.44,12.25,0.32,0.317781401,13,,0.04693098,,,FALSE,,,Student,
186,51428,Beginning Reading,383,Corrective Reading,Business as usual,204,Test of Word Reading Efficiency (TOWRE): Phonemic Decoding Efficiency subtest,Alphabetics,,Grade 3,FALSE,79,44,35,4,4,89.86,89.48,15,15,0.02,0.025085776,1,,0.92986196,,,FALSE,,,Student,
193,51428,Beginning Reading,383,Corrective Reading,Business as usual,1562,Woodcock Reading Mastery Test (WRMT): Passage Comprehension subtest,Comprehension,,Grade 3,FALSE,79,44,35,4,4,93.16,92.3,15,15,0.06,0.056773073,2,,0.791777734,,,FALSE,,,Student,
194,51428,Beginning Reading,383,Corrective Reading,Business as usual,1502,Group Reading Assessment and Diagnostic Evaluation (GRADE): Passage Comprehension subtest,Comprehension,,Grade 3,FALSE,79,44,35,4,4,87.39,83.22,15,15,0.28,0.275283388,11,,0.220077022,,,FALSE,,,Student,
